,gid,X,id.s,V2,V3,V4,V5,V6,V7,V8,V9,V10,sname,gc,quota,term,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q11,Q12,Q13,Q14,LocationLatitude,LocationLongitude,LocationAccuracy,Survey,GID,Age,Gender
807,200939,807,R_3fvnQxjopVivag5,Default Response Set,Anonymous,NA,NA,107.211.128.52,0,6/15/2015 0:00,6/15/2015 17:07,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,3,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,1,1,42.36309814,-89.03320313,-1,1334124-US,200939,55,Female
808,200940,808,R_3scMq8UmkEpbBPL,Default Response Set,Anonymous,NA,NA,72.171.16.249,0,6/15/2015 0:00,6/15/2015 17:06,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,2,2,2,1,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,38,-97,-1,1334124-US,200940,20,Male
809,200941,809,R_3KvpsPMbNJb8Fxz,Default Response Set,Anonymous,NA,NA,108.46.40.181,0,6/15/2015 0:00,6/15/2015 17:06,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,5,2,2,5,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,7,1,1,41.15310669,-73.93689728,-1,1334124-US,200941,53,Female
810,200942,810,R_8HpAi3WJk6p0Zxj,Default Response Set,Anonymous,NA,NA,76.16.118.149,0,6/15/2015 0:00,6/15/2015 17:07,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,1,1,41.84060669,-87.75879669,-1,1334124-US,200942,43,Female
811,200944,811,R_1ZbPXazSuVW3UmV,Default Response Set,Anonymous,NA,NA,98.31.34.82,0,6/15/2015 0:00,6/15/2015 17:19,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,1,6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,35,7,1,1,39.96409607,-83.08460236,-1,1334124-US,200944,22,Male
812,200945,812,R_9SooNekJcIZLB5P,Default Response Set,Anonymous,NA,NA,144.160.226.93,0,6/15/2015 0:00,6/15/2015 17:16,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,1,2,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7,1,1,33.77479553,-84.2963028,-1,1334124-US,200945,37,Female
813,200946,813,R_3xg1hmhhYDomSJD,Default Response Set,Anonymous,NA,NA,172.79.41.228,0,6/15/2015 0:00,6/15/2015 17:24,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,1,2,4,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,7,1,1,38,-97,-1,1334124-US,200946,51,Female
814,200947,814,R_bxSK8rOPDpvjyCx,Default Response Set,Anonymous,NA,NA,216.188.253.183,0,6/15/2015 0:00,6/15/2015 17:18,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,2,2,1,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,7,1,1,32.04660034,-102.0334015,-1,1334124-US,200947,59,Female
815,200948,815,R_50jGC9lTJdnCWBn,Default Response Set,Anonymous,NA,NA,50.142.123.205,0,6/15/2015 0:00,6/15/2015 17:22,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,1,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,46,7,1,1,36.98080444,-82.6434021,-1,1334124-US,200948,49,Female
816,200949,816,R_b89OHfgBXAhp0X3,Default Response Set,Anonymous,NA,NA,108.50.240.140,0,6/15/2015 0:00,6/15/2015 17:21,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,2,1,2,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,7,1,1,40.55259705,-74.52980042,-1,1334124-US,200949,50,Female
817,200950,817,R_dgu112CdDpS1fUh,Default Response Set,Anonymous,NA,NA,75.161.164.100,0,6/15/2015 0:00,6/15/2015 17:29,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,7,1,1,44.98429871,-93.26540375,-1,1334124-US,200950,60,Female
818,200951,818,R_1EOU7mYyEPots2N,Default Response Set,Anonymous,NA,NA,65.184.53.12,0,6/15/2015 0:00,6/15/2015 17:33,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,3,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,7,1,1,34.24319458,-78.09960175,-1,1334124-US,200951,59,Female
819,200952,819,R_ePX9qaFH03wYTWJ,Default Response Set,Anonymous,NA,NA,24.228.30.110,0,6/15/2015 0:00,6/15/2015 17:33,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,2,8,1,40.86480713,-73.88670349,-1,1334124-US,200952,46,Female
820,200955,820,R_e4znkpjQEeOXdaJ,Default Response Set,Anonymous,NA,NA,70.15.195.57,0,6/15/2015 0:00,6/15/2015 17:35,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,4,3,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,7,1,1,40.84519958,-76.19670105,-1,1334124-US,200955,41,Male
821,200956,821,R_4URX4ZDmiuRov2d,Default Response Set,Anonymous,NA,NA,72.239.14.177,0,6/15/2015 0:00,6/15/2015 17:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,2,1,1,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,1,1,28.73460388,-81.41139984,-1,1334124-US,200956,18,Female
822,200957,822,R_0DFlMrp7EtcTicZ,Default Response Set,Anonymous,NA,NA,68.62.81.148,0,6/15/2015 0:00,6/15/2015 17:39,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,1,1,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,22,7,1,1,42.28430176,-85.22930145,-1,1334124-US,200957,23,Female
823,200958,823,R_3k0JHlAXSQVaoWF,Default Response Set,Anonymous,NA,NA,76.186.164.15,0,6/15/2015 0:00,6/15/2015 17:44,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,6,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,43,7,3,1,33.02940369,-97.0687027,-1,1334124-US,200958,50,Female
824,200959,824,R_3aC5dSxMjF4RJCR,Default Response Set,Anonymous,NA,NA,45.52.34.78,0,6/15/2015 0:00,6/15/2015 17:42,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,2,2,6,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,23,7,1,1,44.11889648,-94.89040375,-1,1334124-US,200959,64,Male
825,200960,825,R_1XhZNcwfKdjcILj,Default Response Set,Anonymous,NA,NA,67.161.30.67,0,6/15/2015 0:00,6/15/2015 17:41,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,7,1,1,37.3697052,-122.0214005,-1,1334124-US,200960,57,Male
826,200961,826,R_5otsd3kv5C8sbv7,Default Response Set,Anonymous,NA,NA,216.125.49.252,0,6/15/2015 0:00,6/15/2015 17:42,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,1,2,3,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,1,1,41.78039551,-87.60269928,-1,1334124-US,200961,61,Male
827,200962,827,R_emNJOX0uNXFXBpr,Default Response Set,Anonymous,NA,NA,166.137.248.57,0,6/15/2015 0:00,6/15/2015 17:42,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17,7,1,1,38,-97,-1,1334124-US,200962,24,Female
828,200963,828,R_4V3t8G92gHCwz7n,Default Response Set,Anonymous,NA,NA,73.51.45.202,0,6/15/2015 0:00,6/15/2015 17:46,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,7,1,1,42.28430176,-89.01249695,-1,1334124-US,200963,64,Male
829,200964,829,R_7QBokOl3xuBNaCN,Default Response Set,Anonymous,NA,NA,162.245.44.247,0,6/15/2015 0:00,6/15/2015 17:49,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,7,1,1,35.35409546,-89.89579773,-1,1334124-US,200964,40,Female
830,200965,830,R_bBiXB9uhAjl73Fz,Default Response Set,Anonymous,NA,NA,108.202.77.192,0,6/15/2015 0:00,6/15/2015 17:50,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,2,1,6,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,5,7,1,1,38.09840393,-122.2509003,-1,1334124-US,200965,55,Male
831,200966,831,R_8wflNcb4Wb9hRGJ,Default Response Set,Anonymous,NA,NA,208.54.40.207,0,6/15/2015 0:00,6/15/2015 17:56,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,1,1,1,6,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,25,7,1,1,42.4644928,-83.376297,-1,1334124-US,200966,35,Female
832,200967,832,R_2ueTEkOcqIIkC6F,Default Response Set,Anonymous,NA,NA,98.85.111.237,0,6/15/2015 0:00,6/15/2015 17:54,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,2,2,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,1,1,28.83009338,-81.36180115,-1,1334124-US,200967,56,Female
833,200968,833,R_eQB2Nd9812LGHcx,Default Response Set,Anonymous,NA,NA,99.129.133.170,0,6/15/2015 0:00,6/15/2015 17:59,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,7,1,1,30.49980164,-97.80819702,-1,1334124-US,200968,59,Female
834,200971,834,R_3W30ikHItREagSN,Default Response Set,Anonymous,NA,NA,50.77.56.73,0,6/15/2015 0:00,6/15/2015 18:14,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,7,1,1,44.95550537,-93.16699982,-1,1334124-US,200971,22,Female
835,200974,835,R_cLPV04rjK6eaTI1,Default Response Set,Anonymous,NA,NA,75.72.146.40,0,6/15/2015 0:00,6/15/2015 18:18,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,2,1,1,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,7,1,1,44.91209412,-93.40640259,-1,1334124-US,200974,46,Female
836,200975,836,R_23u7QM2ORqjSqih,Default Response Set,Anonymous,NA,NA,107.9.58.119,0,6/15/2015 0:00,6/15/2015 18:20,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,2,2,3,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,1,1,39.16659546,-84.54650116,-1,1334124-US,200975,36,Female
837,200976,837,R_6fiHhI4RUCwdtPL,Default Response Set,Anonymous,NA,NA,97.94.80.54,0,6/15/2015 0:00,6/15/2015 18:21,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,1,2,1,1,3,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,22,7,1,1,43.20880127,-85.26650238,-1,1334124-US,200976,40,Female
838,200982,838,R_50wMpyviafRXfBb,Default Response Set,Anonymous,NA,NA,67.149.100.161,0,6/15/2015 0:00,6/15/2015 18:31,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,22,7,3,1,42.55870056,-83.00920105,-1,1334124-US,200982,44,Male
839,200983,839,R_6mVV3uFZ8YQinyd,Default Response Set,Anonymous,NA,NA,70.199.171.84,0,6/15/2015 0:00,6/15/2015 18:31,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,2,1,2,3,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,1,47.60620117,-122.3320999,-1,1334124-US,200983,58,Female
840,200985,840,R_6X0kWQtEPSIrfOl,Default Response Set,Anonymous,NA,NA,173.60.57.163,0,6/15/2015 0:00,6/15/2015 18:34,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,3,1,2,5,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,5,7,1,1,33.86489868,-118.3970947,-1,1334124-US,200985,57,Female
841,200986,841,R_eUJ3fgaZRE7ZJXf,Default Response Set,Anonymous,NA,NA,208.95.23.61,0,6/15/2015 0:00,6/15/2015 18:37,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,1,1,2,7,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,17,7,1,1,38.40789795,-83.87090302,-1,1334124-US,200986,54,Female
842,200987,842,R_3xUSprAHllbdI0Z,Default Response Set,Anonymous,NA,NA,73.43.22.114,0,6/15/2015 0:00,6/15/2015 18:38,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,2,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,3,1,1,33.85600281,-84.21289825,-1,1334124-US,200987,30,Female
843,200988,843,R_cO7uCxgOiYOj7zT,Default Response Set,Anonymous,NA,NA,67.174.194.188,0,6/15/2015 0:00,6/15/2015 18:39,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,1,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,1,38.3433075,-122.7041016,-1,1334124-US,200988,56,Male
844,200990,844,R_7ZZQMi4Pvmya1kF,Default Response Set,Anonymous,NA,NA,50.111.156.110,0,6/15/2015 0:00,6/15/2015 18:51,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,2,3,1,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,33,7,1,1,35.3618927,-83.20780182,-1,1334124-US,200990,44,Male
845,200991,845,R_bI9TjKTN6622UBL,Default Response Set,Anonymous,NA,NA,69.77.248.115,0,6/15/2015 0:00,6/15/2015 18:43,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,2,2,6,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,41,7,1,1,43.30690002,-97.50160217,-1,1334124-US,200991,25,Male
846,200992,846,R_eL2Hzl7fupCicD3,Default Response Set,Anonymous,NA,NA,24.233.189.110,0,6/15/2015 0:00,6/15/2015 18:48,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,17,1,26.27200317,-80.25800323,-1,1334124-US,200992,52,Female
847,200993,847,R_6yV9mlp8W4iaj9b,Default Response Set,Anonymous,NA,NA,98.167.97.149,0,6/15/2015 0:00,6/15/2015 18:50,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,1,2,6,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,7,1,1,36.01229858,-114.956398,-1,1334124-US,200993,64,Female
848,200994,848,R_9nIESUkYmYInaWp,Default Response Set,Anonymous,NA,NA,162.254.46.166,0,6/15/2015 0:00,6/15/2015 18:53,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,40,7,1,1,34.69309998,-81.2582016,-1,1334124-US,200994,47,Female
849,200995,849,R_b16freGJBRVFLWB,Default Response Set,Anonymous,NA,NA,75.115.21.6,0,6/15/2015 0:00,6/15/2015 18:52,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,7,1,1,28.07710266,-82.48709869,-1,1334124-US,200995,44,Male
850,200997,850,R_9AoGtkznOTIX7tH,Default Response Set,Anonymous,NA,NA,97.121.80.184,0,6/15/2015 0:00,6/15/2015 18:53,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,27,7,1,1,41.21130371,-95.94740295,-1,1334124-US,200997,64,Female
851,200998,851,R_ex0qKPyoapxfb0N,Default Response Set,Anonymous,NA,NA,104.34.46.91,0,6/15/2015 0:00,6/15/2015 18:53,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,2,1,2,6,1,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,33.83120728,-117.6053009,-1,1334124-US,200998,30,Female
852,200999,852,R_5j5mfqCbnzZqo0l,Default Response Set,Anonymous,NA,NA,24.1.114.130,0,6/15/2015 0:00,6/15/2015 18:54,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,3,1,2,3,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,1,1,41.66349792,-88.31549835,-1,1334124-US,200999,31,Female
853,201001,853,R_d45z6aeJlA0KJs9,Default Response Set,Anonymous,NA,NA,73.48.116.154,0,6/15/2015 0:00,6/15/2015 18:56,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,2,2,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,9,7,1,1,30.52520752,-84.33209991,-1,1334124-US,201001,57,Female
854,201003,854,R_5uS8qNiuqoyZ2n3,Default Response Set,Anonymous,NA,NA,12.0.122.26,0,6/15/2015 0:00,6/15/2015 18:58,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,4,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,10,1,37.38870239,-122.0187988,-1,1334124-US,201003,45,Male
855,201004,855,R_6o58rId3VMSJNsh,Default Response Set,Anonymous,NA,NA,50.90.144.192,0,6/15/2015 0:00,6/15/2015 19:00,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,6,2,2,1,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,14,7,1,1,39.7743988,-86.10970306,-1,1334124-US,201004,26,Female
856,201005,856,R_5alhqrRuycBmhmt,Default Response Set,Anonymous,NA,NA,173.209.212.232,0,6/15/2015 0:00,6/15/2015 19:04,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,1,2,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,7,1,1,38,-97,-1,1334124-US,201005,32,Male
857,201006,857,R_6KalnRocTAikyt7,Default Response Set,Anonymous,NA,NA,76.177.65.227,0,6/15/2015 0:00,6/15/2015 19:05,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,1,1,3,1,1,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,7,1,1,38.06350708,-83.93630219,-1,1334124-US,201006,27,Female
858,201007,858,R_cUY9IQifFhUyPHf,Default Response Set,Anonymous,NA,NA,72.179.147.117,0,6/15/2015 0:00,6/15/2015 19:03,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,1,5,1,2,3,1,1,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,43,4,1,1,29.48890686,-98.3986969,-1,1334124-US,201007,45,Male
859,201008,859,R_6i0S5J2wjmagoAt,Default Response Set,Anonymous,NA,NA,23.252.129.42,0,6/15/2015 0:00,6/15/2015 19:04,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,1,2,7,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,17,7,1,1,36.918396,-83.9048996,-1,1334124-US,201008,50,Female
860,201010,860,R_1BVacX8xImXiqW1,Default Response Set,Anonymous,NA,NA,162.242.107.216,0,6/15/2015 0:00,6/15/2015 19:07,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,3,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,42,7,1,1,35.95370483,-83.9335022,-1,1334124-US,201010,21,Male
861,201011,861,R_6PznaphjY2EhCLz,Default Response Set,Anonymous,NA,NA,96.8.243.23,0,6/15/2015 0:00,6/15/2015 19:08,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,43,7,1,1,29.76379395,-98.46130371,-1,1334124-US,201011,53,Male
862,201012,862,R_6XYl3ALjcXQlohv,Default Response Set,Anonymous,NA,NA,99.160.198.22,0,6/15/2015 0:00,6/15/2015 19:14,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,5,1,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,43,7,1,1,30.03779602,-95.5326004,-1,1334124-US,201012,43,Female
863,201013,863,R_8HsB1im7sOrLgYl,Default Response Set,Anonymous,NA,NA,68.53.22.51,0,6/15/2015 0:00,6/15/2015 19:08,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,4,2,1,3,2,3,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,42,7,1,1,36.06790161,-86.7193985,-1,1334124-US,201013,35,Male
864,201015,864,R_0BsVMFoI4ne64qF,Default Response Set,Anonymous,NA,NA,66.87.106.225,0,6/15/2015 0:00,6/15/2015 19:13,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,2,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,1,1,33.74899292,-84.38800049,-1,1334124-US,201015,60,Male
865,201017,865,R_4IrCewZ2MVKgJi5,Default Response Set,Anonymous,NA,NA,74.134.243.151,0,6/15/2015 0:00,6/15/2015 19:19,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,6,2,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,17,7,1,1,38.15130615,-85.86180115,-1,1334124-US,201017,64,Male
866,201018,866,R_bxOIdmsaOLklH1P,Default Response Set,Anonymous,NA,NA,208.54.80.144,0,6/15/2015 0:00,6/15/2015 19:17,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,2,2,5,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7,1,1,41.8500061,-87.65000153,-1,1334124-US,201018,58,Female
867,201019,867,R_4Pl32VfNLF0NTRb,Default Response Set,Anonymous,NA,NA,71.219.174.93,0,6/15/2015 0:00,6/15/2015 19:16,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,5,1,1,1,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,1,1,41.57780457,-90.5318985,-1,1334124-US,201019,32,Female
868,201022,868,R_6DlXrRTF8FXBIMt,Default Response Set,Anonymous,NA,NA,174.84.232.104,0,6/15/2015 0:00,6/15/2015 19:21,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,6,1,2,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,22,7,1,1,42.50650024,-83.34909821,-1,1334124-US,201022,46,Female
869,201023,869,R_aWsVdbRQM4TbMVL,Default Response Set,Anonymous,NA,NA,97.84.196.2,0,6/15/2015 0:00,6/15/2015 19:22,1,dNStEkVhRE_e7TBrT8_Gwcw9fzM,1,NA,NA,1,3,4,1,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,22,7,1,1,43.44410706,-84.02549744,-1,1334124-US,201023,59,Female
